relative_path,absolute_path,file_name,extension,size_bytes,sha256,git_tracked,last_git_commit,category,classification,referenced_by_code,referenced_by_test,referenced_by_ci,referenced_by_governance,move_recommendation,destination_path,reason,status
BUILD_PLAN.md,/Users/vikramindla/Documents/GitHub/Inspection/BUILD_PLAN.md,BUILD_PLAN.md,.md,5842,d50689a36256ab91498535241c347093b5423693f4fa775edfcc0094d4b6be01,true,0ea7bc9f1b17a888e43944a210ae2d957c5a0820,GOVERNANCE,C. CLAUDE_OR_GOVERNANCE_REQUIRED,false,false,false,true,RETAIN,,"Current contract, build, traceability, or session authority.",DISCOVERED
CLAUDE.md,/Users/vikramindla/Documents/GitHub/Inspection/CLAUDE.md,CLAUDE.md,.md,3672,b5e9c2e5a3af35cae3c5e97fa5e97457cf00e16022732f9aafb037d01bce6ef2,true,130cc6b67712acc182fb98d14e0b03c64849e309,GOVERNANCE,C. CLAUDE_OR_GOVERNANCE_REQUIRED,true,false,true,true,RETAIN,,"Current contract, build, traceability, or session authority.",DISCOVERED
FABLE_ACCEPTANCE_UNDERSTANDING.csv,/Users/vikramindla/Documents/GitHub/Inspection/FABLE_ACCEPTANCE_UNDERSTANDING.csv,FABLE_ACCEPTANCE_UNDERSTANDING.csv,.csv,626920,e1f6e2bd95289b91e9886d9c5993fc7f06e7f889715849e0e304576fd982cd69,true,633a066dd5d293e2521b21208b317d29ead930e3,GOVERNANCE,C. CLAUDE_OR_GOVERNANCE_REQUIRED,false,false,false,true,RETAIN,,"Current contract, build, traceability, or session authority.",DISCOVERED
FABLE_CHANNEL_READINESS.md,/Users/vikramindla/Documents/GitHub/Inspection/FABLE_CHANNEL_READINESS.md,FABLE_CHANNEL_READINESS.md,.md,10873,a1b68756016d6b5d995a9084b541e862f181ea93df1f7e7ffabdcdbc54436feb,true,633a066dd5d293e2521b21208b317d29ead930e3,GOVERNANCE,C. CLAUDE_OR_GOVERNANCE_REQUIRED,false,false,false,false,RETAIN,,"Current contract, build, traceability, or session authority.",DISCOVERED
FABLE_OPEN_QUESTIONS.yaml,/Users/vikramindla/Documents/GitHub/Inspection/FABLE_OPEN_QUESTIONS.yaml,FABLE_OPEN_QUESTIONS.yaml,.yaml,9584,c4b613575fe406da2132b26baead3a167f1def0b704f87059f8a7da4bd2d05b6,true,151028a9f0d5636f02268dc83c444115a46d3d46,GOVERNANCE,C. CLAUDE_OR_GOVERNANCE_REQUIRED,false,false,false,true,RETAIN,,"Current contract, build, traceability, or session authority.",DISCOVERED
FABLE_TECHNICAL_DESIGN_IMPACT.md,/Users/vikramindla/Documents/GitHub/Inspection/FABLE_TECHNICAL_DESIGN_IMPACT.md,FABLE_TECHNICAL_DESIGN_IMPACT.md,.md,9440,e3ac8b7aed11b255e92e0432984090ffabcae923c1b2231d892e6c64b062f17e,true,633a066dd5d293e2521b21208b317d29ead930e3,GOVERNANCE,C. CLAUDE_OR_GOVERNANCE_REQUIRED,false,false,false,true,RETAIN,,"Current contract, build, traceability, or session authority.",DISCOVERED
FABLE_UNDERSTANDING_REPORT.md,/Users/vikramindla/Documents/GitHub/Inspection/FABLE_UNDERSTANDING_REPORT.md,FABLE_UNDERSTANDING_REPORT.md,.md,47720,ec057935b8ca981402878de02088ee21dbf9b633f50ec4991365df3051c4f874,true,633a066dd5d293e2521b21208b317d29ead930e3,GOVERNANCE,C. CLAUDE_OR_GOVERNANCE_REQUIRED,false,false,false,false,RETAIN,,"Current contract, build, traceability, or session authority.",DISCOVERED
FABLE_UNDERSTANDING_TRACEABILITY.csv,/Users/vikramindla/Documents/GitHub/Inspection/FABLE_UNDERSTANDING_TRACEABILITY.csv,FABLE_UNDERSTANDING_TRACEABILITY.csv,.csv,283129,5493bc23ec4cd7b8ee19e799e157930e6970f74bf993ae2a519e8e272da936e2,true,633a066dd5d293e2521b21208b317d29ead930e3,GOVERNANCE,C. CLAUDE_OR_GOVERNANCE_REQUIRED,false,false,false,true,RETAIN,,"Current contract, build, traceability, or session authority.",DISCOVERED
FINAL_CERTIFICATION.md,/Users/vikramindla/Documents/GitHub/Inspection/FINAL_CERTIFICATION.md,FINAL_CERTIFICATION.md,.md,3936,8986316c87df366b1e36dbe353a8eb5961d84a0dec3739788a58c287d8c3dc3e,true,0ea7bc9f1b17a888e43944a210ae2d957c5a0820,GOVERNANCE,C. CLAUDE_OR_GOVERNANCE_REQUIRED,false,false,false,true,RETAIN,,"Current contract, build, traceability, or session authority.",DISCOVERED
HOME.md,/Users/vikramindla/Documents/GitHub/Inspection/HOME.md,HOME.md,.md,1402,080aed8cee093b1b2a5be480fc367886cf87f4ebee5e672c1dfda04afbde8dd2,true,130cc6b67712acc182fb98d14e0b03c64849e309,GOVERNANCE,C. CLAUDE_OR_GOVERNANCE_REQUIRED,false,false,false,true,RETAIN,,"Current contract, build, traceability, or session authority.",DISCOVERED
MIM_Inspection_Fable_No_Mobbin_Final_Pack/00_START_HERE.md,/Users/vikramindla/Documents/GitHub/Inspection/MIM_Inspection_Fable_No_Mobbin_Final_Pack/00_START_HERE.md,00_START_HERE.md,.md,1163,8175f9eaf06aadf02788c2a2d93a924bd90c5ffba390752159bef66ea96e9cdf,true,46466fbabf0078ee47e11b4d4d27aeff56ea99c4,05_UI_UX_AND_STORYBOARDS,E. DUPLICATE_OR_HISTORICAL,false,false,true,true,MOVE,/Users/vikramindla/Desktop/Inspection Documentation/05_UI_UX_AND_STORYBOARDS/MIM_Inspection_Fable_No_Mobbin_Final_Pack/00_START_HERE.md,Superseded external design/handoff pack; live design authority remains in Git.,DISCOVERED
MIM_Inspection_Fable_No_Mobbin_Final_Pack/01_FABLE_UNDERSTANDING_GATE_PROMPT.md,/Users/vikramindla/Documents/GitHub/Inspection/MIM_Inspection_Fable_No_Mobbin_Final_Pack/01_FABLE_UNDERSTANDING_GATE_PROMPT.md,01_FABLE_UNDERSTANDING_GATE_PROMPT.md,.md,2534,db09e6da215823690b273f8613af5529563d9aafaf35e0286bfb7f73c4b65bac,true,46466fbabf0078ee47e11b4d4d27aeff56ea99c4,05_UI_UX_AND_STORYBOARDS,E. DUPLICATE_OR_HISTORICAL,false,false,false,false,MOVE,/Users/vikramindla/Desktop/Inspection Documentation/05_UI_UX_AND_STORYBOARDS/MIM_Inspection_Fable_No_Mobbin_Final_Pack/01_FABLE_UNDERSTANDING_GATE_PROMPT.md,Superseded external design/handoff pack; live design authority remains in Git.,DISCOVERED
MIM_Inspection_Fable_No_Mobbin_Final_Pack/02_UNDERSTANDING_ACCEPTANCE_CONTRACT.md,/Users/vikramindla/Documents/GitHub/Inspection/MIM_Inspection_Fable_No_Mobbin_Final_Pack/02_UNDERSTANDING_ACCEPTANCE_CONTRACT.md,02_UNDERSTANDING_ACCEPTANCE_CONTRACT.md,.md,2054,3bfb863ef0b375a6c5cd81e146201bb51614237d005071401d275e273926844c,true,46466fbabf0078ee47e11b4d4d27aeff56ea99c4,05_UI_UX_AND_STORYBOARDS,E. DUPLICATE_OR_HISTORICAL,false,false,false,false,MOVE,/Users/vikramindla/Desktop/Inspection Documentation/05_UI_UX_AND_STORYBOARDS/MIM_Inspection_Fable_No_Mobbin_Final_Pack/02_UNDERSTANDING_ACCEPTANCE_CONTRACT.md,Superseded external design/handoff pack; live design authority remains in Git.,DISCOVERED
MIM_Inspection_Fable_No_Mobbin_Final_Pack/03_FABLE_PRODUCTION_DESIGN_LOOP_PROMPT.txt,/Users/vikramindla/Documents/GitHub/Inspection/MIM_Inspection_Fable_No_Mobbin_Final_Pack/03_FABLE_PRODUCTION_DESIGN_LOOP_PROMPT.txt,03_FABLE_PRODUCTION_DESIGN_LOOP_PROMPT.txt,.txt,2733,0781e50338701b2f1e70aef97819c513d91dbce85ac8f0cce9801c2a468cd64e,true,46466fbabf0078ee47e11b4d4d27aeff56ea99c4,05_UI_UX_AND_STORYBOARDS,E. DUPLICATE_OR_HISTORICAL,false,false,false,false,MOVE,/Users/vikramindla/Desktop/Inspection Documentation/05_UI_UX_AND_STORYBOARDS/MIM_Inspection_Fable_No_Mobbin_Final_Pack/03_FABLE_PRODUCTION_DESIGN_LOOP_PROMPT.txt,Superseded external design/handoff pack; live design authority remains in Git.,DISCOVERED
MIM_Inspection_Fable_No_Mobbin_Final_Pack/04_FABLE_RELEASE_BACK_TEMPLATE.md,/Users/vikramindla/Documents/GitHub/Inspection/MIM_Inspection_Fable_No_Mobbin_Final_Pack/04_FABLE_RELEASE_BACK_TEMPLATE.md,04_FABLE_RELEASE_BACK_TEMPLATE.md,.md,1254,c92eb8e9915d46a8947928e0bc2a2306a35428e7ad27b80070879d6c535040ef,true,46466fbabf0078ee47e11b4d4d27aeff56ea99c4,05_UI_UX_AND_STORYBOARDS,E. DUPLICATE_OR_HISTORICAL,false,false,false,false,MOVE,/Users/vikramindla/Desktop/Inspection Documentation/05_UI_UX_AND_STORYBOARDS/MIM_Inspection_Fable_No_Mobbin_Final_Pack/04_FABLE_RELEASE_BACK_TEMPLATE.md,Superseded external design/handoff pack; live design authority remains in Git.,DISCOVERED
MIM_Inspection_Fable_No_Mobbin_Final_Pack/05_REVIEWER_APPROVAL_PROMPT.md,/Users/vikramindla/Documents/GitHub/Inspection/MIM_Inspection_Fable_No_Mobbin_Final_Pack/05_REVIEWER_APPROVAL_PROMPT.md,05_REVIEWER_APPROVAL_PROMPT.md,.md,1112,5dfcf10ec038c9d15ea0222c4d39520aa4d5180ada7a959f45cc9fe74375ef3d,true,46466fbabf0078ee47e11b4d4d27aeff56ea99c4,05_UI_UX_AND_STORYBOARDS,E. DUPLICATE_OR_HISTORICAL,false,false,false,false,MOVE,/Users/vikramindla/Desktop/Inspection Documentation/05_UI_UX_AND_STORYBOARDS/MIM_Inspection_Fable_No_Mobbin_Final_Pack/05_REVIEWER_APPROVAL_PROMPT.md,Superseded external design/handoff pack; live design authority remains in Git.,DISCOVERED
