object_type,schema,name,detail,migration_source,classification,notes
table,public,action_forms,columns=11; pk_cols=1; fk_out=3; triggers=1; rls=enabled; policies=1,0001_foundation.sql,canonical+applied,
column,public,action_forms.id,type=uuid; nullable=NO; default=gen_random_uuid(); ordinal=1,0001_foundation.sql,canonical+applied,
column,public,action_forms.inspection_id,type=uuid; nullable=NO; default=None; ordinal=2,0001_foundation.sql,canonical+applied,
column,public,action_forms.violation_id,type=uuid; nullable=YES; default=None; ordinal=3,0001_foundation.sql,canonical+applied,
column,public,action_forms.form_type,type=text; nullable=NO; default='corrective'::text; ordinal=4,0001_foundation.sql,canonical+applied,
column,public,action_forms.owner_name,type=text; nullable=YES; default=None; ordinal=5,0001_foundation.sql,canonical+applied,
column,public,action_forms.owner_role,type=text; nullable=YES; default=None; ordinal=6,0001_foundation.sql,canonical+applied,
column,public,action_forms.due_at,type=timestamp with time zone; nullable=YES; default=None; ordinal=7,0001_foundation.sql,canonical+applied,
column,public,action_forms.required_correction,type=text; nullable=YES; default=None; ordinal=8,0001_foundation.sql,canonical+applied,
column,public,action_forms.status,type=text; nullable=NO; default='open'::text; ordinal=9,0001_foundation.sql,canonical+applied,
column,public,action_forms.is_blocking,type=boolean; nullable=NO; default=true; ordinal=10,0001_foundation.sql,canonical+applied,
column,public,action_forms.item_id,type=uuid; nullable=YES; default=None; ordinal=11,0001_foundation.sql,canonical+applied,
primary_key,public,action_forms_pkey,table=action_forms; columns=id,0001_foundation.sql,canonical+applied,
foreign_key,public,action_forms_inspection_id_fkey,action_forms.inspection_id -> inspections.id,0001_foundation.sql,canonical+applied,
foreign_key,public,action_forms_item_id_fkey,action_forms.item_id -> inspection_items.id,0001_foundation.sql,canonical+applied,
foreign_key,public,action_forms_violation_id_fkey,action_forms.violation_id -> violations.id,0001_foundation.sql,canonical+applied,
check,public,2200_18126_10_not_null,table=action_forms; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_18126_1_not_null,table=action_forms; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_18126_2_not_null,table=action_forms; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_18126_4_not_null,table=action_forms; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_18126_9_not_null,table=action_forms; columns=None,0001_foundation.sql,canonical+applied,
index,public,action_forms_inspection_item_uq,"CREATE UNIQUE INDEX action_forms_inspection_item_uq ON public.action_forms USING btree (inspection_id, item_id)",0001_foundation.sql,canonical+applied,
index,public,action_forms_open_due_idx,"CREATE INDEX action_forms_open_due_idx ON public.action_forms USING btree (due_at, id) WHERE (status <> 'closed'::text)",0001_foundation.sql,canonical+applied,
index,public,action_forms_pkey,CREATE UNIQUE INDEX action_forms_pkey ON public.action_forms USING btree (id),0001_foundation.sql,canonical+applied,
trigger,public,trg_audit_action_forms,"table=action_forms; timing=AFTER; events=DELETE,INSERT,UPDATE; action=EXECUTE FUNCTION audit_row_change()",0001_foundation.sql,canonical+applied,
rls_enablement,public,action_forms__rls,rls_enabled=True; forced=False,0001_foundation.sql,canonical+applied,
rls_policy,public,action_forms.actions_rw,cmd=ALL; roles={public}; permissive=PERMISSIVE,0001_foundation.sql,canonical+applied,
table,public,ai_events,columns=6; pk_cols=1; fk_out=2; triggers=1; rls=enabled; policies=2,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
column,public,ai_events.id,type=uuid; nullable=NO; default=gen_random_uuid(); ordinal=1,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
column,public,ai_events.suggestion_id,type=uuid; nullable=YES; default=None; ordinal=2,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
column,public,ai_events.event_type,type=text; nullable=NO; default=None; ordinal=3,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
column,public,ai_events.actor,type=uuid; nullable=YES; default=None; ordinal=4,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
column,public,ai_events.payload,type=jsonb; nullable=NO; default='{}'::jsonb; ordinal=5,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
column,public,ai_events.created_at,type=timestamp with time zone; nullable=NO; default=now(); ordinal=6,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
primary_key,public,ai_events_pkey,table=ai_events; columns=id,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
foreign_key,public,ai_events_actor_fkey,ai_events.actor -> profiles.user_id,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
foreign_key,public,ai_events_suggestion_id_fkey,ai_events.suggestion_id -> ai_suggestions.id,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
check,public,2200_20817_1_not_null,table=ai_events; columns=None,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
check,public,2200_20817_3_not_null,table=ai_events; columns=None,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
check,public,2200_20817_5_not_null,table=ai_events; columns=None,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
check,public,2200_20817_6_not_null,table=ai_events; columns=None,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
index,public,ai_events_pkey,CREATE UNIQUE INDEX ai_events_pkey ON public.ai_events USING btree (id),20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
trigger,public,trg_ai_events_append_only,"table=ai_events; timing=BEFORE; events=DELETE,UPDATE; action=EXECUTE FUNCTION block_ai_event_mutation()",20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
rls_enablement,public,ai_events__rls,rls_enabled=True; forced=False,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
rls_policy,public,ai_events.ai_events_read,cmd=SELECT; roles={public}; permissive=PERMISSIVE,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
rls_policy,public,ai_events.ai_events_write,cmd=INSERT; roles={public}; permissive=PERMISSIVE,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
table,public,ai_suggestions,columns=11; pk_cols=1; fk_out=1; triggers=0; rls=enabled; policies=3,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
column,public,ai_suggestions.id,type=uuid; nullable=NO; default=gen_random_uuid(); ordinal=1,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
column,public,ai_suggestions.surface,type=text; nullable=NO; default=None; ordinal=2,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
column,public,ai_suggestions.target_type,type=text; nullable=YES; default=None; ordinal=3,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
column,public,ai_suggestions.target_ref,type=uuid; nullable=YES; default=None; ordinal=4,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
column,public,ai_suggestions.suggestion,type=jsonb; nullable=NO; default='{}'::jsonb; ordinal=5,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
column,public,ai_suggestions.disposition,type=text; nullable=NO; default='proposed'::text; ordinal=6,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
column,public,ai_suggestions.provider_status,type=text; nullable=NO; default='unavailable'::text; ordinal=7,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
column,public,ai_suggestions.disposed_by,type=uuid; nullable=YES; default=None; ordinal=8,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
column,public,ai_suggestions.disposed_reason,type=text; nullable=YES; default=None; ordinal=9,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
column,public,ai_suggestions.disposed_at,type=timestamp with time zone; nullable=YES; default=None; ordinal=10,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
column,public,ai_suggestions.created_at,type=timestamp with time zone; nullable=NO; default=now(); ordinal=11,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
primary_key,public,ai_suggestions_pkey,table=ai_suggestions; columns=id,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
foreign_key,public,ai_suggestions_disposed_by_fkey,ai_suggestions.disposed_by -> profiles.user_id,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
check,public,2200_20797_11_not_null,table=ai_suggestions; columns=None,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
check,public,2200_20797_1_not_null,table=ai_suggestions; columns=None,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
check,public,2200_20797_2_not_null,table=ai_suggestions; columns=None,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
check,public,2200_20797_5_not_null,table=ai_suggestions; columns=None,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
check,public,2200_20797_6_not_null,table=ai_suggestions; columns=None,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
check,public,2200_20797_7_not_null,table=ai_suggestions; columns=None,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
check,public,ai_suggestions_disposition_check,table=ai_suggestions; columns=None,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
check,public,ai_suggestions_provider_status_check,table=ai_suggestions; columns=None,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
index,public,ai_suggestions_pkey,CREATE UNIQUE INDEX ai_suggestions_pkey ON public.ai_suggestions USING btree (id),20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
index,public,ai_suggestions_surface_idx,"CREATE INDEX ai_suggestions_surface_idx ON public.ai_suggestions USING btree (surface, disposition)",20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
rls_enablement,public,ai_suggestions__rls,rls_enabled=True; forced=False,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
rls_policy,public,ai_suggestions.ai_suggestions_read,cmd=SELECT; roles={public}; permissive=PERMISSIVE,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
rls_policy,public,ai_suggestions.ai_suggestions_update,cmd=UPDATE; roles={public}; permissive=PERMISSIVE,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
rls_policy,public,ai_suggestions.ai_suggestions_write,cmd=INSERT; roles={public}; permissive=PERMISSIVE,20260717210000_mvp2_m2_11_assistive_ai.sql,canonical+applied,
table,public,assignments,columns=8; pk_cols=1; fk_out=2; triggers=2; rls=enabled; policies=7,0001_foundation.sql,canonical+applied,
column,public,assignments.id,type=uuid; nullable=NO; default=gen_random_uuid(); ordinal=1,0001_foundation.sql,canonical+applied,
column,public,assignments.visit_id,type=uuid; nullable=NO; default=None; ordinal=2,0001_foundation.sql,canonical+applied,
column,public,assignments.inspector_id,type=uuid; nullable=NO; default=None; ordinal=3,0001_foundation.sql,canonical+applied,
column,public,assignments.method,type=USER-DEFINED; nullable=NO; default=None; ordinal=4,0001_foundation.sql,canonical+applied,
column,public,assignments.status,type=text; nullable=NO; default='assigned'::text; ordinal=5,0001_foundation.sql,canonical+applied,
column,public,assignments.return_reason,type=text; nullable=YES; default=None; ordinal=6,0001_foundation.sql,canonical+applied,
column,public,assignments.candidates,type=jsonb; nullable=YES; default=None; ordinal=7,0001_foundation.sql,canonical+applied,
column,public,assignments.created_at,type=timestamp with time zone; nullable=NO; default=now(); ordinal=8,0001_foundation.sql,canonical+applied,
primary_key,public,assignments_pkey,table=assignments; columns=id,0001_foundation.sql,canonical+applied,
foreign_key,public,assignments_visit_id_fkey,assignments.visit_id -> visits.id,0001_foundation.sql,canonical+applied,
foreign_key,public,assignments_inspector_id_fkey,assignments.inspector_id -> profiles.user_id,0001_foundation.sql,canonical+applied,
check,public,2200_17959_1_not_null,table=assignments; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_17959_2_not_null,table=assignments; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_17959_3_not_null,table=assignments; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_17959_4_not_null,table=assignments; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_17959_5_not_null,table=assignments; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_17959_8_not_null,table=assignments; columns=None,0001_foundation.sql,canonical+applied,
index,public,assignments_inspector_idx,CREATE INDEX assignments_inspector_idx ON public.assignments USING btree (inspector_id),0001_foundation.sql,canonical+applied,
index,public,assignments_one_per_visit,CREATE UNIQUE INDEX assignments_one_per_visit ON public.assignments USING btree (visit_id),0001_foundation.sql,canonical+applied,
index,public,assignments_pkey,CREATE UNIQUE INDEX assignments_pkey ON public.assignments USING btree (id),0001_foundation.sql,canonical+applied,
index,public,assignments_visit_idx,CREATE INDEX assignments_visit_idx ON public.assignments USING btree (visit_id),0001_foundation.sql,canonical+applied,
trigger,public,trg_audit_assignments,"table=assignments; timing=AFTER; events=DELETE,INSERT,UPDATE; action=EXECUTE FUNCTION audit_row_change()",0001_foundation.sql,canonical+applied,
trigger,public,trg_guard_assignment_window_overlap,"table=assignments; timing=BEFORE; events=INSERT,UPDATE; action=EXECUTE FUNCTION private.guard_assignment_window_overlap()",0001_foundation.sql,canonical+applied,
rls_enablement,public,assignments__rls,rls_enabled=True; forced=False,0001_foundation.sql,canonical+applied,
rls_policy,public,assignments.assignments_insert_immediate_inspector,cmd=INSERT; roles={public}; permissive=PERMISSIVE,0001_foundation.sql,canonical+applied,
rls_policy,public,assignments.assignments_read,cmd=SELECT; roles={public}; permissive=PERMISSIVE,0001_foundation.sql,canonical+applied,
rls_policy,public,assignments.assignments_read_capability,cmd=SELECT; roles={public}; permissive=PERMISSIVE,0001_foundation.sql,canonical+applied,
rls_policy,public,assignments.assignments_update,cmd=UPDATE; roles={public}; permissive=PERMISSIVE,0001_foundation.sql,canonical+applied,
rls_policy,public,assignments.assignments_update_capability,cmd=UPDATE; roles={public}; permissive=PERMISSIVE,0001_foundation.sql,canonical+applied,
rls_policy,public,assignments.assignments_write,cmd=INSERT; roles={public}; permissive=PERMISSIVE,0001_foundation.sql,canonical+applied,
rls_policy,public,assignments.assignments_write_capability,cmd=INSERT; roles={public}; permissive=PERMISSIVE,0001_foundation.sql,canonical+applied,
table,public,audit_event_ontology_entries,columns=12; pk_cols=1; fk_out=5; triggers=1; rls=enabled; policies=1,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_ontology_entries.id,type=uuid; nullable=NO; default=gen_random_uuid(); ordinal=1,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_ontology_entries.ontology_version_id,type=uuid; nullable=NO; default=None; ordinal=2,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_ontology_entries.event_type,type=text; nullable=NO; default=None; ordinal=3,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_ontology_entries.schema_version,type=integer; nullable=NO; default=1; ordinal=4,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_ontology_entries.chapter,type=text; nullable=NO; default=None; ordinal=5,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_ontology_entries.ordinal,type=integer; nullable=NO; default=None; ordinal=6,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_ontology_entries.required,type=boolean; nullable=NO; default=true; ordinal=7,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_ontology_entries.branch_group,type=text; nullable=YES; default=None; ordinal=8,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_ontology_entries.branch_minimum,type=integer; nullable=YES; default=None; ordinal=9,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_ontology_entries.expected_status,type=text; nullable=NO; default=None; ordinal=10,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_ontology_entries.requirement_ref,type=text; nullable=NO; default=None; ordinal=11,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_ontology_entries.acceptance_ref,type=text; nullable=NO; default=None; ordinal=12,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
primary_key,public,audit_event_ontology_entries_pkey,table=audit_event_ontology_entries; columns=id,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
foreign_key,public,audit_event_ontology_entries_event_type_schema_version_fkey,audit_event_ontology_entries.schema_version -> audit_event_registry.schema_version,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
foreign_key,public,audit_event_ontology_entries_event_type_schema_version_fkey,audit_event_ontology_entries.event_type -> audit_event_registry.event_type,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
foreign_key,public,audit_event_ontology_entries_event_type_schema_version_fkey,audit_event_ontology_entries.event_type -> audit_event_registry.schema_version,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
foreign_key,public,audit_event_ontology_entries_event_type_schema_version_fkey,audit_event_ontology_entries.schema_version -> audit_event_registry.event_type,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
foreign_key,public,audit_event_ontology_entries_ontology_version_id_fkey,audit_event_ontology_entries.ontology_version_id -> audit_event_ontology_versions.id,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20285_10_not_null,table=audit_event_ontology_entries; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20285_11_not_null,table=audit_event_ontology_entries; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20285_12_not_null,table=audit_event_ontology_entries; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20285_1_not_null,table=audit_event_ontology_entries; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20285_2_not_null,table=audit_event_ontology_entries; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20285_3_not_null,table=audit_event_ontology_entries; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20285_4_not_null,table=audit_event_ontology_entries; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20285_5_not_null,table=audit_event_ontology_entries; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20285_6_not_null,table=audit_event_ontology_entries; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20285_7_not_null,table=audit_event_ontology_entries; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,audit_event_ontology_entries_expected_status_check,table=audit_event_ontology_entries; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
unique,public,audit_event_ontology_entries_ontology_version_id_ordinal_key,"table=audit_event_ontology_entries; columns=ontology_version_id,ordinal",20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
unique,public,audit_event_ontology_entries_ontology_version_id_requiremen_key,"table=audit_event_ontology_entries; columns=ontology_version_id,requirement_ref",20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,audit_event_ontology_entries_ordinal_check,table=audit_event_ontology_entries; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
index,public,audit_event_ontology_entries_ontology_version_id_ordinal_key,"CREATE UNIQUE INDEX audit_event_ontology_entries_ontology_version_id_ordinal_key ON public.audit_event_ontology_entries USING btree (ontology_version_id, ordinal)",20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
index,public,audit_event_ontology_entries_ontology_version_id_requiremen_key,"CREATE UNIQUE INDEX audit_event_ontology_entries_ontology_version_id_requiremen_key ON public.audit_event_ontology_entries USING btree (ontology_version_id, requirement_ref)",20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
index,public,audit_event_ontology_entries_pkey,CREATE UNIQUE INDEX audit_event_ontology_entries_pkey ON public.audit_event_ontology_entries USING btree (id),20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
trigger,public,trg_audit_ontology_entry_immutable,"table=audit_event_ontology_entries; timing=BEFORE; events=DELETE,UPDATE; action=EXECUTE FUNCTION block_semantic_audit_mutation()",20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
rls_enablement,public,audit_event_ontology_entries__rls,rls_enabled=True; forced=False,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
rls_policy,public,audit_event_ontology_entries.audit_ontology_entries_read,cmd=SELECT; roles={public}; permissive=PERMISSIVE,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
table,public,audit_event_ontology_versions,columns=8; pk_cols=1; fk_out=1; triggers=1; rls=enabled; policies=1,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_ontology_versions.id,type=uuid; nullable=NO; default=gen_random_uuid(); ordinal=1,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_ontology_versions.case_type,type=text; nullable=NO; default=None; ordinal=2,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_ontology_versions.version_label,type=text; nullable=NO; default=None; ordinal=3,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_ontology_versions.status,type=text; nullable=NO; default=None; ordinal=4,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_ontology_versions.effective_from,type=timestamp with time zone; nullable=YES; default=None; ordinal=5,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_ontology_versions.published_at,type=timestamp with time zone; nullable=YES; default=None; ordinal=6,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_ontology_versions.published_by,type=uuid; nullable=YES; default=None; ordinal=7,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_ontology_versions.created_at,type=timestamp with time zone; nullable=NO; default=now(); ordinal=8,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
primary_key,public,audit_event_ontology_versions_pkey,table=audit_event_ontology_versions; columns=id,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
foreign_key,public,audit_event_ontology_versions_published_by_fkey,audit_event_ontology_versions.published_by -> profiles.user_id,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20268_1_not_null,table=audit_event_ontology_versions; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20268_2_not_null,table=audit_event_ontology_versions; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20268_3_not_null,table=audit_event_ontology_versions; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20268_4_not_null,table=audit_event_ontology_versions; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20268_8_not_null,table=audit_event_ontology_versions; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
unique,public,audit_event_ontology_versions_case_type_version_label_key,"table=audit_event_ontology_versions; columns=case_type,version_label",20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,audit_event_ontology_versions_status_check,table=audit_event_ontology_versions; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
index,public,audit_event_ontology_versions_case_type_version_label_key,"CREATE UNIQUE INDEX audit_event_ontology_versions_case_type_version_label_key ON public.audit_event_ontology_versions USING btree (case_type, version_label)",20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
index,public,audit_event_ontology_versions_pkey,CREATE UNIQUE INDEX audit_event_ontology_versions_pkey ON public.audit_event_ontology_versions USING btree (id),20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
trigger,public,trg_audit_ontology_published_immutable,"table=audit_event_ontology_versions; timing=BEFORE; events=DELETE,UPDATE; action=EXECUTE FUNCTION block_semantic_audit_mutation()",20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
rls_enablement,public,audit_event_ontology_versions__rls,rls_enabled=True; forced=False,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
rls_policy,public,audit_event_ontology_versions.audit_ontology_versions_read,cmd=SELECT; roles={public}; permissive=PERMISSIVE,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
table,public,audit_event_order_constraints,columns=5; pk_cols=3; fk_out=1; triggers=1; rls=enabled; policies=1,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_order_constraints.ontology_version_id,type=uuid; nullable=NO; default=None; ordinal=1,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_order_constraints.event_type,type=text; nullable=NO; default=None; ordinal=2,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_order_constraints.must_follow_event_type,type=text; nullable=NO; default=None; ordinal=3,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_order_constraints.predecessor_required,type=boolean; nullable=NO; default=true; ordinal=4,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
column,public,audit_event_order_constraints.guard_text,type=text; nullable=NO; default=None; ordinal=5,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
primary_key,public,audit_event_order_constraints_pkey,"table=audit_event_order_constraints; columns=ontology_version_id,event_type,must_follow_event_type",20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
foreign_key,public,audit_event_order_constraints_ontology_version_id_fkey,audit_event_order_constraints.ontology_version_id -> audit_event_ontology_versions.id,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20311_1_not_null,table=audit_event_order_constraints; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20311_2_not_null,table=audit_event_order_constraints; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20311_3_not_null,table=audit_event_order_constraints; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20311_4_not_null,table=audit_event_order_constraints; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
check,public,2200_20311_5_not_null,table=audit_event_order_constraints; columns=None,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
index,public,audit_event_order_constraints_pkey,"CREATE UNIQUE INDEX audit_event_order_constraints_pkey ON public.audit_event_order_constraints USING btree (ontology_version_id, event_type, must_follow_event_type)",20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
trigger,public,trg_audit_order_constraint_immutable,"table=audit_event_order_constraints; timing=BEFORE; events=DELETE,UPDATE; action=EXECUTE FUNCTION block_semantic_audit_mutation()",20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
rls_enablement,public,audit_event_order_constraints__rls,rls_enabled=True; forced=False,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
rls_policy,public,audit_event_order_constraints.audit_order_constraints_read,cmd=SELECT; roles={public}; permissive=PERMISSIVE,20260717150000_mvp2_m2_05_semantic_audit_replay.sql,canonical+applied,
