object_type,schema,name,detail,migration_source,classification,notes
column,public,regulations.version_label,type=text; nullable=NO; default='v1'::text; ordinal=13,0001_foundation.sql,canonical+applied,
column,public,regulations.supersedes_id,type=uuid; nullable=YES; default=None; ordinal=14,0001_foundation.sql,canonical+applied,
column,public,regulations.effective_to,type=date; nullable=YES; default=None; ordinal=15,0001_foundation.sql,canonical+applied,
column,public,regulations.deactivation_reason,type=text; nullable=YES; default=None; ordinal=16,0001_foundation.sql,canonical+applied,
primary_key,public,regulations_pkey,table=regulations; columns=id,0001_foundation.sql,canonical+applied,
foreign_key,public,regulations_created_by_fkey,regulations.created_by -> profiles.user_id,0001_foundation.sql,canonical+applied,
foreign_key,public,regulations_approved_by_fkey,regulations.approved_by -> profiles.user_id,0001_foundation.sql,canonical+applied,
foreign_key,public,regulations_supersedes_id_fkey,regulations.supersedes_id -> regulations.id,0001_foundation.sql,canonical+applied,
foreign_key,public,regulations_deactivated_by_fkey,regulations.deactivated_by -> profiles.user_id,0001_foundation.sql,canonical+applied,
check,public,2200_17791_13_not_null,table=regulations; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_17791_1_not_null,table=regulations; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_17791_2_not_null,table=regulations; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_17791_3_not_null,table=regulations; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_17791_5_not_null,table=regulations; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_17791_6_not_null,table=regulations; columns=None,0001_foundation.sql,canonical+applied,
check,public,regulations_maker_checker,table=regulations; columns=None,0001_foundation.sql,canonical+applied,
index,public,regulations_code_version_unique,"CREATE UNIQUE INDEX regulations_code_version_unique ON public.regulations USING btree (code, version_label)",0001_foundation.sql,canonical+applied,
index,public,regulations_one_open_governed,"CREATE UNIQUE INDEX regulations_one_open_governed ON public.regulations USING btree (code) WHERE ((status = ANY (ARRAY['published'::config_status, 'locked'::config_status])) AND (effective_to IS NULL)",0001_foundation.sql,canonical+applied,
index,public,regulations_pkey,CREATE UNIQUE INDEX regulations_pkey ON public.regulations USING btree (id),0001_foundation.sql,canonical+applied,
trigger,public,trg_audit_regulations,"table=regulations; timing=AFTER; events=DELETE,INSERT,UPDATE; action=EXECUTE FUNCTION audit_row_change()",0001_foundation.sql,canonical+applied,
trigger,public,trg_guard_published_regulation,"table=regulations; timing=BEFORE; events=DELETE,UPDATE; action=EXECUTE FUNCTION guard_published_regulation()",0001_foundation.sql,canonical+applied,
trigger,public,trg_mvp2_m2_05_semantic_regulations,"table=regulations; timing=AFTER; events=INSERT,UPDATE; action=EXECUTE FUNCTION emit_mvp2_m2_05_semantic_event()",0001_foundation.sql,canonical+applied,
rls_enablement,public,regulations__rls,rls_enabled=True; forced=False,0001_foundation.sql,canonical+applied,
rls_policy,public,regulations.regulations_admin,cmd=ALL; roles={public}; permissive=PERMISSIVE,0001_foundation.sql,canonical+applied,
rls_policy,public,regulations.regulations_read,cmd=SELECT; roles={public}; permissive=PERMISSIVE,0001_foundation.sql,canonical+applied,
table,public,report_verifications,columns=7; pk_cols=1; fk_out=0; triggers=1; rls=enabled; policies=2,20260717200000_mvp2_m2_12_committee_signature.sql,canonical+applied,
column,public,report_verifications.id,type=uuid; nullable=NO; default=gen_random_uuid(); ordinal=1,20260717200000_mvp2_m2_12_committee_signature.sql,canonical+applied,
column,public,report_verifications.report_hash,type=text; nullable=NO; default=None; ordinal=2,20260717200000_mvp2_m2_12_committee_signature.sql,canonical+applied,
column,public,report_verifications.provider,type=text; nullable=YES; default=None; ordinal=3,20260717200000_mvp2_m2_12_committee_signature.sql,canonical+applied,
column,public,report_verifications.status,type=text; nullable=NO; default='unavailable'::text; ordinal=4,20260717200000_mvp2_m2_12_committee_signature.sql,canonical+applied,
column,public,report_verifications.detail,type=jsonb; nullable=NO; default='{}'::jsonb; ordinal=5,20260717200000_mvp2_m2_12_committee_signature.sql,canonical+applied,
column,public,report_verifications.checked_at,type=timestamp with time zone; nullable=YES; default=None; ordinal=6,20260717200000_mvp2_m2_12_committee_signature.sql,canonical+applied,
column,public,report_verifications.created_at,type=timestamp with time zone; nullable=NO; default=now(); ordinal=7,20260717200000_mvp2_m2_12_committee_signature.sql,canonical+applied,
primary_key,public,report_verifications_pkey,table=report_verifications; columns=id,20260717200000_mvp2_m2_12_committee_signature.sql,canonical+applied,
check,public,2200_20777_1_not_null,table=report_verifications; columns=None,20260717200000_mvp2_m2_12_committee_signature.sql,canonical+applied,
check,public,2200_20777_2_not_null,table=report_verifications; columns=None,20260717200000_mvp2_m2_12_committee_signature.sql,canonical+applied,
check,public,2200_20777_4_not_null,table=report_verifications; columns=None,20260717200000_mvp2_m2_12_committee_signature.sql,canonical+applied,
check,public,2200_20777_5_not_null,table=report_verifications; columns=None,20260717200000_mvp2_m2_12_committee_signature.sql,canonical+applied,
check,public,2200_20777_7_not_null,table=report_verifications; columns=None,20260717200000_mvp2_m2_12_committee_signature.sql,canonical+applied,
check,public,report_verifications_status_check,table=report_verifications; columns=None,20260717200000_mvp2_m2_12_committee_signature.sql,canonical+applied,
index,public,report_verifications_hash_idx,"CREATE INDEX report_verifications_hash_idx ON public.report_verifications USING btree (report_hash, created_at DESC)",20260717200000_mvp2_m2_12_committee_signature.sql,canonical+applied,
index,public,report_verifications_pkey,CREATE UNIQUE INDEX report_verifications_pkey ON public.report_verifications USING btree (id),20260717200000_mvp2_m2_12_committee_signature.sql,canonical+applied,
trigger,public,trg_report_verifications_append_only,"table=report_verifications; timing=BEFORE; events=DELETE,UPDATE; action=EXECUTE FUNCTION block_signature_mutation()",20260717200000_mvp2_m2_12_committee_signature.sql,canonical+applied,
rls_enablement,public,report_verifications__rls,rls_enabled=True; forced=False,20260717200000_mvp2_m2_12_committee_signature.sql,canonical+applied,
rls_policy,public,report_verifications.report_verifications_read,cmd=SELECT; roles={public}; permissive=PERMISSIVE,20260717200000_mvp2_m2_12_committee_signature.sql,canonical+applied,
rls_policy,public,report_verifications.report_verifications_write,cmd=INSERT; roles={public}; permissive=PERMISSIVE,20260717200000_mvp2_m2_12_committee_signature.sql,canonical+applied,
table,public,reviews,columns=9; pk_cols=1; fk_out=3; triggers=3; rls=enabled; policies=3,0001_foundation.sql,canonical+applied,
column,public,reviews.id,type=uuid; nullable=NO; default=gen_random_uuid(); ordinal=1,0001_foundation.sql,canonical+applied,
column,public,reviews.inspection_id,type=uuid; nullable=NO; default=None; ordinal=2,0001_foundation.sql,canonical+applied,
column,public,reviews.submission_version_id,type=uuid; nullable=NO; default=None; ordinal=3,0001_foundation.sql,canonical+applied,
column,public,reviews.reviewer_id,type=uuid; nullable=YES; default=None; ordinal=4,0001_foundation.sql,canonical+applied,
column,public,reviews.status,type=USER-DEFINED; nullable=NO; default='pending_review'::review_status; ordinal=5,0001_foundation.sql,canonical+applied,
column,public,reviews.decision,type=text; nullable=YES; default=None; ordinal=6,0001_foundation.sql,canonical+applied,
column,public,reviews.decision_reason,type=text; nullable=YES; default=None; ordinal=7,0001_foundation.sql,canonical+applied,
column,public,reviews.returned_sections,type=jsonb; nullable=YES; default=None; ordinal=8,0001_foundation.sql,canonical+applied,
column,public,reviews.decided_at,type=timestamp with time zone; nullable=YES; default=None; ordinal=9,0001_foundation.sql,canonical+applied,
primary_key,public,reviews_pkey,table=reviews; columns=id,0001_foundation.sql,canonical+applied,
foreign_key,public,reviews_inspection_id_fkey,reviews.inspection_id -> inspections.id,0001_foundation.sql,canonical+applied,
foreign_key,public,reviews_reviewer_id_fkey,reviews.reviewer_id -> profiles.user_id,0001_foundation.sql,canonical+applied,
foreign_key,public,reviews_submission_version_id_fkey,reviews.submission_version_id -> submission_versions.id,0001_foundation.sql,canonical+applied,
check,public,2200_18171_1_not_null,table=reviews; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_18171_2_not_null,table=reviews; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_18171_3_not_null,table=reviews; columns=None,0001_foundation.sql,canonical+applied,
check,public,2200_18171_5_not_null,table=reviews; columns=None,0001_foundation.sql,canonical+applied,
check,public,reviews_decision_reason_check,table=reviews; columns=None,0001_foundation.sql,canonical+applied,
index,public,reviews_inspection_decided_idx,"CREATE INDEX reviews_inspection_decided_idx ON public.reviews USING btree (inspection_id, decided_at DESC)",0001_foundation.sql,canonical+applied,
index,public,reviews_one_open_per_version,CREATE UNIQUE INDEX reviews_one_open_per_version ON public.reviews USING btree (submission_version_id) WHERE (decided_at IS NULL),0001_foundation.sql,canonical+applied,
index,public,reviews_pkey,CREATE UNIQUE INDEX reviews_pkey ON public.reviews USING btree (id),0001_foundation.sql,canonical+applied,
trigger,public,trg_audit_reviews,"table=reviews; timing=AFTER; events=DELETE,INSERT,UPDATE; action=EXECUTE FUNCTION audit_row_change()",0001_foundation.sql,canonical+applied,
trigger,public,trg_guard_review,table=reviews; timing=BEFORE; events=UPDATE; action=EXECUTE FUNCTION guard_decided_review(),0001_foundation.sql,canonical+applied,
trigger,public,trg_mvp2_m2_05_semantic_reviews,"table=reviews; timing=AFTER; events=INSERT,UPDATE; action=EXECUTE FUNCTION emit_mvp2_m2_05_semantic_event()",0001_foundation.sql,canonical+applied,
rls_enablement,public,reviews__rls,rls_enabled=True; forced=False,0001_foundation.sql,canonical+applied,
rls_policy,public,reviews.reviews_insert,cmd=INSERT; roles={public}; permissive=PERMISSIVE,0001_foundation.sql,canonical+applied,
rls_policy,public,reviews.reviews_read,cmd=SELECT; roles={public}; permissive=PERMISSIVE,0001_foundation.sql,canonical+applied,
rls_policy,public,reviews.reviews_update,cmd=UPDATE; roles={public}; permissive=PERMISSIVE,0001_foundation.sql,canonical+applied,
table,public,risk_exceptions,columns=9; pk_cols=1; fk_out=2; triggers=0; rls=enabled; policies=3,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_exceptions.id,type=uuid; nullable=NO; default=gen_random_uuid(); ordinal=1,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_exceptions.factory_id,type=uuid; nullable=YES; default=None; ordinal=2,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_exceptions.run_id,type=uuid; nullable=YES; default=None; ordinal=3,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_exceptions.status,type=text; nullable=NO; default='open'::text; ordinal=4,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_exceptions.reason,type=text; nullable=YES; default=None; ordinal=5,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_exceptions.evidence_ref,type=text; nullable=YES; default=None; ordinal=6,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_exceptions.resolved_by,type=uuid; nullable=YES; default=None; ordinal=7,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_exceptions.resolved_at,type=timestamp with time zone; nullable=YES; default=None; ordinal=8,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_exceptions.created_at,type=timestamp with time zone; nullable=NO; default=now(); ordinal=9,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
primary_key,public,risk_exceptions_pkey,table=risk_exceptions; columns=id,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
foreign_key,public,risk_exceptions_resolved_by_fkey,risk_exceptions.resolved_by -> profiles.user_id,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
foreign_key,public,risk_exceptions_run_id_fkey,risk_exceptions.run_id -> risk_runs.id,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,2200_20525_1_not_null,table=risk_exceptions; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,2200_20525_4_not_null,table=risk_exceptions; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,2200_20525_9_not_null,table=risk_exceptions; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,risk_exceptions_status_check,table=risk_exceptions; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
index,public,risk_exceptions_pkey,CREATE UNIQUE INDEX risk_exceptions_pkey ON public.risk_exceptions USING btree (id),20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
index,public,risk_exceptions_status_idx,"CREATE INDEX risk_exceptions_status_idx ON public.risk_exceptions USING btree (status, created_at DESC)",20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
rls_enablement,public,risk_exceptions__rls,rls_enabled=True; forced=False,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
rls_policy,public,risk_exceptions.risk_exceptions_read,cmd=SELECT; roles={public}; permissive=PERMISSIVE,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
rls_policy,public,risk_exceptions.risk_exceptions_update,cmd=UPDATE; roles={public}; permissive=PERMISSIVE,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
rls_policy,public,risk_exceptions.risk_exceptions_write,cmd=INSERT; roles={public}; permissive=PERMISSIVE,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
table,public,risk_models,columns=13; pk_cols=1; fk_out=3; triggers=2; rls=enabled; policies=3,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_models.id,type=uuid; nullable=NO; default=gen_random_uuid(); ordinal=1,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_models.model_key,type=text; nullable=NO; default='risk'::text; ordinal=2,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_models.version_label,type=text; nullable=NO; default=None; ordinal=3,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_models.status,type=text; nullable=NO; default='draft'::text; ordinal=4,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_models.payload,type=jsonb; nullable=NO; default='{}'::jsonb; ordinal=5,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_models.row_version,type=integer; nullable=NO; default=1; ordinal=6,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_models.rollback_of,type=uuid; nullable=YES; default=None; ordinal=7,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_models.retire_reason,type=text; nullable=YES; default=None; ordinal=8,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_models.created_by,type=uuid; nullable=YES; default=None; ordinal=9,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_models.approved_by,type=uuid; nullable=YES; default=None; ordinal=10,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_models.effective_from,type=timestamp with time zone; nullable=YES; default=None; ordinal=11,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_models.created_at,type=timestamp with time zone; nullable=NO; default=now(); ordinal=12,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_models.updated_at,type=timestamp with time zone; nullable=NO; default=now(); ordinal=13,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
primary_key,public,risk_models_pkey,table=risk_models; columns=id,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
foreign_key,public,risk_models_approved_by_fkey,risk_models.approved_by -> profiles.user_id,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
foreign_key,public,risk_models_rollback_of_fkey,risk_models.rollback_of -> risk_models.id,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
foreign_key,public,risk_models_created_by_fkey,risk_models.created_by -> profiles.user_id,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,2200_20454_12_not_null,table=risk_models; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,2200_20454_13_not_null,table=risk_models; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,2200_20454_1_not_null,table=risk_models; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,2200_20454_2_not_null,table=risk_models; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,2200_20454_3_not_null,table=risk_models; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,2200_20454_4_not_null,table=risk_models; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,2200_20454_5_not_null,table=risk_models; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,2200_20454_6_not_null,table=risk_models; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,risk_models_maker_checker,table=risk_models; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,risk_models_status_check,table=risk_models; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
index,public,risk_models_key_status_idx,"CREATE INDEX risk_models_key_status_idx ON public.risk_models USING btree (model_key, status)",20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
index,public,risk_models_pkey,CREATE UNIQUE INDEX risk_models_pkey ON public.risk_models USING btree (id),20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
trigger,public,trg_risk_models_bump,table=risk_models; timing=BEFORE; events=UPDATE; action=EXECUTE FUNCTION risk_models_bump_row_version(),20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
trigger,public,trg_risk_models_immutable,"table=risk_models; timing=BEFORE; events=DELETE,UPDATE; action=EXECUTE FUNCTION block_published_risk_model_mutation()",20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
rls_enablement,public,risk_models__rls,rls_enabled=True; forced=False,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
rls_policy,public,risk_models.risk_models_read,cmd=SELECT; roles={public}; permissive=PERMISSIVE,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
rls_policy,public,risk_models.risk_models_update,cmd=UPDATE; roles={public}; permissive=PERMISSIVE,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
rls_policy,public,risk_models.risk_models_write,cmd=INSERT; roles={public}; permissive=PERMISSIVE,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
table,public,risk_overrides,columns=10; pk_cols=1; fk_out=2; triggers=0; rls=enabled; policies=3,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_overrides.id,type=uuid; nullable=NO; default=gen_random_uuid(); ordinal=1,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_overrides.factory_id,type=uuid; nullable=NO; default=None; ordinal=2,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_overrides.status,type=text; nullable=NO; default='requested'::text; ordinal=3,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_overrides.sensitivity_class,type=text; nullable=YES; default=None; ordinal=4,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_overrides.reason,type=text; nullable=NO; default=None; ordinal=5,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_overrides.requested_by,type=uuid; nullable=YES; default=None; ordinal=6,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_overrides.decided_by,type=uuid; nullable=YES; default=None; ordinal=7,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_overrides.effective_from,type=timestamp with time zone; nullable=YES; default=None; ordinal=8,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_overrides.ended_at,type=timestamp with time zone; nullable=YES; default=None; ordinal=9,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_overrides.created_at,type=timestamp with time zone; nullable=NO; default=now(); ordinal=10,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
primary_key,public,risk_overrides_pkey,table=risk_overrides; columns=id,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
foreign_key,public,risk_overrides_decided_by_fkey,risk_overrides.decided_by -> profiles.user_id,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
foreign_key,public,risk_overrides_requested_by_fkey,risk_overrides.requested_by -> profiles.user_id,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,2200_20547_10_not_null,table=risk_overrides; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,2200_20547_1_not_null,table=risk_overrides; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,2200_20547_2_not_null,table=risk_overrides; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,2200_20547_3_not_null,table=risk_overrides; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,2200_20547_5_not_null,table=risk_overrides; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,risk_overrides_maker_checker,table=risk_overrides; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,risk_overrides_status_check,table=risk_overrides; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
index,public,risk_overrides_factory_idx,"CREATE INDEX risk_overrides_factory_idx ON public.risk_overrides USING btree (factory_id, status)",20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
index,public,risk_overrides_pkey,CREATE UNIQUE INDEX risk_overrides_pkey ON public.risk_overrides USING btree (id),20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
rls_enablement,public,risk_overrides__rls,rls_enabled=True; forced=False,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
rls_policy,public,risk_overrides.risk_overrides_read,cmd=SELECT; roles={public}; permissive=PERMISSIVE,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
rls_policy,public,risk_overrides.risk_overrides_update,cmd=UPDATE; roles={public}; permissive=PERMISSIVE,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
rls_policy,public,risk_overrides.risk_overrides_write,cmd=INSERT; roles={public}; permissive=PERMISSIVE,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
table,public,risk_runs,columns=9; pk_cols=1; fk_out=1; triggers=0; rls=enabled; policies=3,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_runs.id,type=uuid; nullable=NO; default=gen_random_uuid(); ordinal=1,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_runs.model_version_label,type=text; nullable=NO; default=None; ordinal=2,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_runs.status,type=text; nullable=NO; default='queued'::text; ordinal=3,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_runs.reason,type=text; nullable=YES; default=None; ordinal=4,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_runs.idempotency_key,type=text; nullable=YES; default=None; ordinal=5,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_runs.requested_by,type=uuid; nullable=YES; default=None; ordinal=6,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_runs.started_at,type=timestamp with time zone; nullable=YES; default=None; ordinal=7,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_runs.finished_at,type=timestamp with time zone; nullable=YES; default=None; ordinal=8,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_runs.created_at,type=timestamp with time zone; nullable=NO; default=now(); ordinal=9,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
primary_key,public,risk_runs_pkey,table=risk_runs; columns=id,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
foreign_key,public,risk_runs_requested_by_fkey,risk_runs.requested_by -> profiles.user_id,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,2200_20507_1_not_null,table=risk_runs; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,2200_20507_2_not_null,table=risk_runs; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,2200_20507_3_not_null,table=risk_runs; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,2200_20507_9_not_null,table=risk_runs; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
unique,public,risk_runs_idempotency_key_key,table=risk_runs; columns=idempotency_key,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,risk_runs_status_check,table=risk_runs; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
index,public,risk_runs_idempotency_key_key,CREATE UNIQUE INDEX risk_runs_idempotency_key_key ON public.risk_runs USING btree (idempotency_key),20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
index,public,risk_runs_pkey,CREATE UNIQUE INDEX risk_runs_pkey ON public.risk_runs USING btree (id),20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
rls_enablement,public,risk_runs__rls,rls_enabled=True; forced=False,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
rls_policy,public,risk_runs.risk_runs_read,cmd=SELECT; roles={public}; permissive=PERMISSIVE,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
rls_policy,public,risk_runs.risk_runs_update,cmd=UPDATE; roles={public}; permissive=PERMISSIVE,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
rls_policy,public,risk_runs.risk_runs_write,cmd=INSERT; roles={public}; permissive=PERMISSIVE,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
table,public,risk_simulations,columns=6; pk_cols=1; fk_out=2; triggers=0; rls=enabled; policies=3,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_simulations.id,type=uuid; nullable=NO; default=gen_random_uuid(); ordinal=1,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_simulations.model_id,type=uuid; nullable=NO; default=None; ordinal=2,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_simulations.input_ref,type=text; nullable=YES; default=None; ordinal=3,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_simulations.result,type=jsonb; nullable=NO; default='{}'::jsonb; ordinal=4,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_simulations.created_by,type=uuid; nullable=YES; default=None; ordinal=5,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
column,public,risk_simulations.created_at,type=timestamp with time zone; nullable=NO; default=now(); ordinal=6,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
primary_key,public,risk_simulations_pkey,table=risk_simulations; columns=id,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
foreign_key,public,risk_simulations_created_by_fkey,risk_simulations.created_by -> profiles.user_id,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
foreign_key,public,risk_simulations_model_id_fkey,risk_simulations.model_id -> risk_models.id,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
check,public,2200_20486_1_not_null,table=risk_simulations; columns=None,20260717170000_mvp2_m2_04_risk_workbench.sql,canonical+applied,
